Name,Date,High,Volume,Marketcap
Monero,2020-01-01 23:59:59,45.9602163704,75903148.6452656,795254585.541309
Monero,2020-01-02 23:59:59,46.2146031546,81645163.1796917,795254542.938305
Monero,2020-01-03 23:59:59,51.9809417193,145826653.26544,888197073.516598
Monero,2020-01-04 23:59:59,51.5454180538,61952233.6838046,878616619.74492
Monero,2020-01-05 23:59:59,54.7775596971,51316114.0579652,940587960.20055
Monero,2020-01-06 23:59:59,58.9936867009,72292282.5649115,1025427626.25989
Monero,2020-01-07 23:59:59,59.8602977534,71803693.8789457,1022853093.93157
Monero,2020-01-08 23:59:59,59.8125235852,69698035.9701239,1034174393.85829
Monero,2020-01-09 23:59:59,59.7898524386,64810309.0578307,1029615122.84238
Monero,2020-01-10 23:59:59,59.4573521915,65556437.1166159,1018860317.75081
Monero,2020-01-11 23:59:59,63.9847651587,94891786.5587215,1016794773.31422
Monero,2020-01-12 23:59:59,59.8671920545,52045488.0986579,1032093745.24837
Monero,2020-01-13 23:59:59,59.3317978427,58833703.6618919,1009224837.05503
Monero,2020-01-14 23:59:59,63.0377752396,113675911.920799,1093113235.07232
Monero,2020-01-15 23:59:59,68.8250854084,166405670.847877,1189205048.54527
Monero,2020-01-16 23:59:59,68.7980544213,118716552.201551,1143043008.80075
Monero,2020-01-17 23:59:59,71.9284233749,118624801.519222,1203980723.0493
Monero,2020-01-18 23:59:59,70.8251557187,83759886.6095014,1169497764.19938
Monero,2020-01-19 23:59:59,69.2800550952,71810752.5856991,1133678611.49294
Monero,2020-01-20 23:59:59,66.4455197345,62026473.044515,1131394984.31838
Monero,2020-01-21 23:59:59,66.7681579487,57432225.4530078,1148429767.99044
Monero,2020-01-22 23:59:59,66.3365927807,59334378.6637482,1132354077.62476
Monero,2020-01-23 23:59:59,65.2070752587,60781827.8810139,1088895964.78471
Monero,2020-01-24 23:59:59,62.9388936596,65482395.5199837,1075604863.57911
Monero,2020-01-25 23:59:59,62.4571048241,41758020.6080087,1071458288.89081
Monero,2020-01-26 23:59:59,64.4272700673,51959186.1061821,1112450843.9554
Monero,2020-01-27 23:59:59,66.2074989931,65532166.3475413,1142390785.11682
Monero,2020-01-28 23:59:59,67.7280081398,60865269.1124281,1179711127.65568
Monero,2020-01-29 23:59:59,70.6146216447,75659540.1991715,1220220166.09577
Monero,2020-01-30 23:59:59,74.9774068054,96778424.2874703,1306324501.46612
Monero,2020-01-31 23:59:59,75.9852402105,113417706.099418,1256071404.45014
Monero,2020-02-01 23:59:59,73.8894550056,76400844.1994015,1277954138.76343
Monero,2020-02-02 23:59:59,77.8438160519,120996894.035912,1307725291.11302
Monero,2020-02-03 23:59:59,78.1168048471,112774900.279282,1338947606.50412
Monero,2020-02-04 23:59:59,77.226179608,80747174.205759,1311999525.67052
Monero,2020-02-05 23:59:59,78.8494229237,86614280.5977924,1359554955.54086
Monero,2020-02-06 23:59:59,79.7747361624,89213793.7691452,1361272130.07794
Monero,2020-02-07 23:59:59,80.6111022334,110193000.263348,1387160627.29817
Monero,2020-02-08 23:59:59,81.4995688284,106189645.222562,1406597566.93529
Monero,2020-02-09 23:59:59,87.6521284557,124583964.367481,1527812199.03145
Monero,2020-02-10 23:59:59,87.8158781217,138845141.479789,1479194935.69122
Monero,2020-02-11 23:59:59,89.8375585149,145122271.682759,1566459611.75193
Monero,2020-02-12 23:59:59,95.2595805161,188475505.922911,1661109834.82611
Monero,2020-02-13 23:59:59,96.0470966209,156870155.084416,1612751700.42686
Monero,2020-02-14 23:59:59,94.8914450596,134937261.049019,1654027147.87972
Monero,2020-02-15 23:59:59,96.7773824968,146497146.221586,1550434859.94688
Monero,2020-02-16 23:59:59,91.9503712499,152273796.630085,1542623269.58976
Monero,2020-02-17 23:59:59,88.8075489533,164389216.447786,1437734128.10695
Monero,2020-02-18 23:59:59,86.6472709424,141145279.382437,1502428565.92285
Monero,2020-02-19 23:59:59,86.5260000659,106656862.755591,1364465418.54278
Monero,2020-02-20 23:59:59,78.9016780918,155607936.664213,1336917985.12518
Monero,2020-02-21 23:59:59,81.8560100843,135902789.165296,1403321126.70975
Monero,2020-02-22 23:59:59,82.6988526832,133451985.855796,1380524029.18098
Monero,2020-02-23 23:59:59,85.245445388,133676243.68878,1483720712.95982
Monero,2020-02-24 23:59:59,86.0228223285,145906857.017445,1381318498.17281
Monero,2020-02-25 23:59:59,81.5063175825,150564887.477744,1340790515.79501
Monero,2020-02-26 23:59:59,77.7033348228,143680078.249029,1237640628.45137
Monero,2020-02-27 23:59:59,72.3260444713,126899793.908408,1219212492.53182
Monero,2020-02-28 23:59:59,71.2933966089,108152732.107605,1190041266.61393
Monero,2020-02-29 23:59:59,69.1080112792,100216473.252551,1161176481.7045
Monero,2020-03-01 23:59:59,67.6501225909,101124198.971772,1130665391.85118
Monero,2020-03-02 23:59:59,68.9278142011,109758407.876286,1196179395.22973
Monero,2020-03-03 23:59:59,68.7787994547,102197698.386048,1153408422.64007
Monero,2020-03-04 23:59:59,67.8993755736,100092057.811712,1150133579.82678
Monero,2020-03-05 23:59:59,70.088566336,96929512.1662714,1199075142.03513
Monero,2020-03-06 23:59:59,69.7013050383,135250724.182159,1204150798.8518
Monero,2020-03-07 23:59:59,69.0580780026,106259049.001009,1143443765.34459
Monero,2020-03-08 23:59:59,65.5317196135,125719617.230705,985094218.523106
Monero,2020-03-09 23:59:59,57.1182717461,140007109.196335,965589873.55488
Monero,2020-03-10 23:59:59,56.838156987,112635716.278875,960460784.16256
