Date,Name,High,PostDate,PostHigh,Change
2020-03-31,EOS,2.2594,2020-04-01,2.2673,0.3497
2020-03-31,Ethereum,134.2741,2020-04-01,135.6346,1.0132
2020-03-31,IOTA,0.1559,2020-04-01,0.1589,1.9243
2020-03-31,Litecoin,39.3723,2020-04-01,39.3808,0.0216
2020-03-31,Monero,48.0528,2020-04-01,48.5117,0.955
2020-03-31,NEM,0.0381,2020-04-01,0.0371,2.6247
2020-03-31,Stellar,0.0409,2020-04-01,0.0409,0.0
2020-03-31,Tether,1.008,2020-04-01,1.0108,0.2778
2020-03-31,TRON,0.0117,2020-04-01,0.0116,0.8547
2020-03-31,USD Coin,1.0052,2020-04-01,1.0098,0.4576
2020-03-31,Wrapped Bitcoin,6537.1344,2020-04-01,6614.3518,1.1812
2020-03-31,XRP,0.1779,2020-04-01,0.1753,1.4615
2020-04-01,Binance Coin,12.7416,2020-04-02,13.5459,6.3124
2020-04-01,Bitcoin,6612.5738,2020-04-02,7088.2473,7.1935
2020-04-01,Cardano,0.0309,2020-04-02,0.0331,7.1197
2020-04-01,Chainlink,2.2953,2020-04-02,2.3898,4.1171
2020-04-01,Cosmos,1.9792,2020-04-02,2.0747,4.8252
2020-04-01,Crypto.com Coin,0.0491,2020-04-02,0.0505,2.8513
2020-04-01,Dogecoin,0.0019,2020-04-02,0.0019,0.0
2020-04-01,EOS,2.2673,2020-04-02,2.44,7.617
2020-04-01,Ethereum,135.6346,2020-04-02,146.7871,8.2225
2020-04-01,IOTA,0.1589,2020-04-02,0.1534,3.4613
2020-04-01,Litecoin,39.3808,2020-04-02,41.6456,5.751
2020-04-01,Monero,48.5117,2020-04-02,52.5044,8.2304
2020-04-01,NEM,0.0371,2020-04-02,0.0399,7.5472
2020-04-01,Stellar,0.0409,2020-04-02,0.0429,4.89
2020-04-01,Tether,1.0108,2020-04-02,1.0118,0.0989
2020-04-01,TRON,0.0116,2020-04-02,0.0123,6.0345
2020-04-01,USD Coin,1.0098,2020-04-02,1.005,0.4753
2020-04-01,Wrapped Bitcoin,6614.3518,2020-04-02,7119.284,7.6339
2020-04-01,XRP,0.1753,2020-04-02,0.1833,4.5636
2020-04-02,Binance Coin,13.5459,2020-04-03,13.5654,0.144
2020-04-02,Bitcoin,7088.2473,2020-04-03,7003.2208,1.1995
2020-04-02,Cardano,0.0331,2020-04-03,0.0327,1.2085
2020-04-02,Chainlink,2.3898,2020-04-03,2.3791,0.4477
2020-04-02,Cosmos,2.0747,2020-04-03,2.0622,0.6025
2020-04-02,Crypto.com Coin,0.0505,2020-04-03,0.0493,2.3762
2020-04-02,Dogecoin,0.0019,2020-04-03,0.0019,0.0
2020-04-02,EOS,2.44,2020-04-03,2.3804,2.4426
2020-04-02,Ethereum,146.7871,2020-04-03,146.8999,0.0768
2020-04-02,IOTA,0.1534,2020-04-03,0.1566,2.086
2020-04-02,Litecoin,41.6456,2020-04-03,41.0844,1.3476
2020-04-02,Monero,52.5044,2020-04-03,54.3371,3.4906
2020-04-02,NEM,0.0399,2020-04-03,0.0384,3.7594
2020-04-02,Stellar,0.0429,2020-04-03,0.0425,0.9324
2020-04-02,Tether,1.0118,2020-04-03,1.0106,0.1186
2020-04-02,TRON,0.0123,2020-04-03,0.0122,0.813
2020-04-02,USD Coin,1.005,2020-04-03,1.0062,0.1194
2020-04-02,Wrapped Bitcoin,7119.284,2020-04-03,7074.2557,0.6325
2020-04-02,XRP,0.1833,2020-04-03,0.1827,0.3273
2020-04-03,Binance Coin,13.5654,2020-04-04,14.0106,3.2819
2020-04-03,Bitcoin,7003.2208,2020-04-04,6878.9535,1.7744
2020-04-03,Cardano,0.0327,2020-04-04,0.0326,0.3058
2020-04-03,Chainlink,2.3791,2020-04-04,2.3267,2.2025
2020-04-03,Cosmos,2.0622,2020-04-04,2.0265,1.7312
2020-04-03,Crypto.com Coin,0.0493,2020-04-04,0.0485,1.6227
2020-04-03,Dogecoin,0.0019,2020-04-04,0.0019,0.0
2020-04-03,EOS,2.3804,2020-04-04,2.3756,0.2016
2020-04-03,Ethereum,146.8999,2020-04-04,145.3773,1.0365
2020-04-03,IOTA,0.1566,2020-04-04,0.1544,1.4049
2020-04-03,Litecoin,41.0844,2020-04-04,40.8337,0.6102
2020-04-03,Monero,54.3371,2020-04-04,54.9356,1.1015
2020-04-03,NEM,0.0384,2020-04-04,0.0446,16.1458
2020-04-03,Stellar,0.0425,2020-04-04,0.042,1.1765
2020-04-03,Tether,1.0106,2020-04-04,1.0174,0.6729
2020-04-03,TRON,0.0122,2020-04-04,0.012,1.6393
2020-04-03,USD Coin,1.0062,2020-04-04,1.0149,0.8646
2020-04-03,Wrapped Bitcoin,7074.2557,2020-04-04,6927.4446,2.0753
2020-04-03,XRP,0.1827,2020-04-04,0.1823,0.2189
2020-04-07,Binance Coin,15.451,2020-04-08,15.2623,1.2213
2020-04-07,Bitcoin,7427.9393,2020-04-08,7356.2239,0.9655
2020-04-07,Cardano,0.0369,2020-04-08,0.0366,0.813
2020-04-07,Chainlink,2.8736,2020-04-08,3.2405,12.768
2020-04-07,Cosmos,2.4927,2020-04-08,2.472,0.8304
2020-04-07,Crypto.com Coin,0.0539,2020-04-08,0.054,0.1855
2020-04-07,Dogecoin,0.002,2020-04-08,0.002,0.0
2020-04-07,EOS,2.7996,2020-04-08,2.7733,0.9394
2020-04-07,Ethereum,175.2041,2020-04-08,173.2103,1.138
2020-04-07,IOTA,0.1771,2020-04-08,0.1735,2.0327
2020-04-07,Litecoin,47.2017,2020-04-08,46.7538,0.9489
2020-04-07,Monero,60.0139,2020-04-08,57.8851,3.5472
2020-04-07,NEM,0.0412,2020-04-08,0.04,2.9126
2020-04-07,Stellar,0.0513,2020-04-08,0.0511,0.3899
2020-04-07,Tether,1.0104,2020-04-08,1.0094,0.099
2020-04-07,TRON,0.014,2020-04-08,0.0137,2.1429
2020-04-07,USD Coin,1.0073,2020-04-08,1.0029,0.4368
2020-04-07,Wrapped Bitcoin,7494.5138,2020-04-08,7429.1322,0.8724
2020-04-07,XRP,0.2039,2020-04-08,0.2013,1.2751
2020-04-08,Binance Coin,15.2623,2020-04-09,15.1848,0.5078
2020-04-08,Bitcoin,7356.2239,2020-04-09,7341.4483,0.2009
2020-04-08,Cardano,0.0366,2020-04-09,0.0366,0.0
2020-04-08,Chainlink,3.2405,2020-04-09,3.4495,6.4496
2020-04-08,Cosmos,2.472,2020-04-09,2.6086,5.5259
2020-04-08,Crypto.com Coin,0.054,2020-04-09,0.054,0.0
2020-04-08,Dogecoin,0.002,2020-04-09,0.002,0.0
2020-04-08,EOS,2.7733,2020-04-09,2.7548,0.6671
2020-04-08,Ethereum,173.2103,2020-04-09,172.8978,0.1804
2020-04-08,IOTA,0.1735,2020-04-09,0.1748,0.7493
2020-04-08,Litecoin,46.7538,2020-04-09,46.5834,0.3645
2020-04-08,Monero,57.8851,2020-04-09,58.7632,1.517
2020-04-08,NEM,0.04,2020-04-09,0.04,0.0
2020-04-08,Stellar,0.0511,2020-04-09,0.0521,1.9569
2020-04-08,Tether,1.0094,2020-04-09,1.0099,0.0495
2020-04-08,TRON,0.0137,2020-04-09,0.0138,0.7299
2020-04-08,USD Coin,1.0029,2020-04-09,1.0028,0.01
2020-04-08,Wrapped Bitcoin,7429.1322,2020-04-09,7404.3719,0.3333
2020-04-08,XRP,0.2013,2020-04-09,0.2013,0.0
2020-04-09,Binance Coin,15.1848,2020-04-10,15.108,0.5058
2020-04-09,Bitcoin,7341.4483,2020-04-10,7303.8152,0.5126
2020-04-09,Cardano,0.0366,2020-04-10,0.0362,1.0929
2020-04-09,Chainlink,3.4495,2020-04-10,3.3277,3.5309
2020-04-09,Cosmos,2.6086,2020-04-10,2.5998,0.3373
2020-04-09,Crypto.com Coin,0.054,2020-04-10,0.0533,1.2963
2020-04-09,Dogecoin,0.002,2020-04-10,0.002,0.0
2020-04-09,EOS,2.7548,2020-04-10,2.7491,0.2069
2020-04-09,Ethereum,172.8978,2020-04-10,170.9498,1.1267
2020-04-09,IOTA,0.1748,2020-04-10,0.1741,0.4005
2020-04-09,Litecoin,46.5834,2020-04-10,46.4684,0.2469
2020-04-09,Monero,58.7632,2020-04-10,58.4666,0.5047
2020-04-09,NEM,0.04,2020-04-10,0.0395,1.25
2020-04-09,Stellar,0.0521,2020-04-10,0.0522,0.1919
2020-04-09,Tether,1.0099,2020-04-10,1.0177,0.7724
2020-04-09,TRON,0.0138,2020-04-10,0.0135,2.1739
2020-04-09,USD Coin,1.0028,2020-04-10,1.0061,0.3291
2020-04-09,Wrapped Bitcoin,7404.3719,2020-04-10,7318.0027,1.1665
2020-04-09,XRP,0.2013,2020-04-10,0.1988,1.2419
2020-04-10,Binance Coin,15.108,2020-04-11,14.0673,6.8884
2020-04-10,Bitcoin,7303.8152,2020-04-11,6926.0696,5.1719
2020-04-10,Cardano,0.0362,2020-04-11,0.034,6.0773
2020-04-10,Chainlink,3.3277,2020-04-11,3.4247,2.9149
2020-04-10,Cosmos,2.5998,2020-04-11,2.3748,8.6545
2020-04-10,Crypto.com Coin,0.0533,2020-04-11,0.0509,4.5028
2020-04-10,Dogecoin,0.002,2020-04-11,0.002,0.0
2020-04-10,EOS,2.7491,2020-04-11,2.5435,7.4788
2020-04-10,Ethereum,170.9498,2020-04-11,161.1676,5.7223
2020-04-10,IOTA,0.1741,2020-04-11,0.1646,5.4566
2020-04-10,Litecoin,46.4684,2020-04-11,42.9668,7.5354
2020-04-10,Monero,58.4666,2020-04-11,54.602,6.6099
2020-04-10,NEM,0.0395,2020-04-11,0.0374,5.3165
2020-04-10,Stellar,0.0522,2020-04-11,0.0498,4.5977
2020-04-10,Tether,1.0177,2020-04-11,1.0052,1.2283
2020-04-10,TRON,0.0135,2020-04-11,0.0128,5.1852
2020-04-10,USD Coin,1.0061,2020-04-11,1.0008,0.5268
2020-04-10,Wrapped Bitcoin,7318.0027,2020-04-11,6995.9796,4.4004
2020-04-10,XRP,0.1988,2020-04-11,0.1924,3.2193
2020-04-15,Binance Coin,15.8403,2020-04-16,15.7027,0.8687
2020-04-15,Bitcoin,6928.6644,2020-04-16,7134.4505,2.9701
2020-04-15,Cardano,0.0337,2020-04-16,0.0346,2.6706
2020-04-15,Chainlink,3.3066,2020-04-16,3.5157,6.3237
2020-04-15,Cosmos,2.4267,2020-04-16,2.4331,0.2637
2020-04-15,Crypto.com Coin,0.0511,2020-04-16,0.0511,0.0
2020-04-15,Dogecoin,0.002,2020-04-16,0.002,0.0
2020-04-15,EOS,2.4932,2020-04-16,2.6962,8.1421
2020-04-15,Ethereum,160.7111,2020-04-16,173.1573,7.7445
2020-04-15,IOTA,0.1602,2020-04-16,0.1606,0.2497
2020-04-15,Litecoin,41.708,2020-04-16,43.0143,3.132
2020-04-15,Monero,54.9632,2020-04-16,57.1298,3.9419
2020-04-15,NEM,0.0392,2020-04-16,0.0387,1.2755
2020-04-15,Solana,0.705,2020-04-16,0.7742,9.8156
2020-04-15,Stellar,0.0488,2020-04-16,0.0495,1.4344
2020-04-15,Tether,1.0078,2020-04-16,1.0098,0.1985
2020-04-15,TRON,0.0126,2020-04-16,0.0131,3.9683
2020-04-15,USD Coin,1.0058,2020-04-16,1.0066,0.0795
2020-04-15,Wrapped Bitcoin,6953.688,2020-04-16,7194.2806,3.4599
2020-04-15,XRP,0.1893,2020-04-16,0.1912,1.0037
2020-04-16,Binance Coin,15.7027,2020-04-17,15.9416,1.5214
2020-04-16,Bitcoin,7134.4505,2020-04-17,7167.183,0.4588
2020-04-16,Cardano,0.0346,2020-04-17,0.0349,0.8671
2020-04-16,Chainlink,3.5157,2020-04-17,3.5285,0.3641
2020-04-16,Cosmos,2.4331,2020-04-17,2.4223,0.4439
2020-04-16,Crypto.com Coin,0.0511,2020-04-17,0.0509,0.3914
2020-04-16,Dogecoin,0.002,2020-04-17,0.002,0.0
2020-04-16,EOS,2.6962,2020-04-17,2.6741,0.8197
2020-04-16,Ethereum,173.1573,2020-04-17,174.2759,0.646
2020-04-16,IOTA,0.1606,2020-04-17,0.1601,0.3113
2020-04-16,Litecoin,43.0143,2020-04-17,43.2148,0.4661
2020-04-16,Monero,57.1298,2020-04-17,57.299,0.2962
2020-04-16,NEM,0.0387,2020-04-17,0.0387,0.0
2020-04-16,Solana,0.7742,2020-04-17,0.7196,7.0524
2020-04-16,Stellar,0.0495,2020-04-17,0.0495,0.0
2020-04-16,Tether,1.0098,2020-04-17,1.0105,0.0693
2020-04-16,TRON,0.0131,2020-04-17,0.0131,0.0
2020-04-16,USD Coin,1.0066,2020-04-17,1.0072,0.0596
2020-04-16,Wrapped Bitcoin,7194.2806,2020-04-17,7170.7623,0.3269
2020-04-16,XRP,0.1912,2020-04-17,0.192,0.4184
2020-04-21,Binance Coin,15.4902,2020-04-22,15.8459,2.2963
2020-04-21,Bitcoin,6934.5519,2020-04-22,7145.8657,3.0473
2020-04-21,Cardano,0.035,2020-04-22,0.0367,4.8571
2020-04-21,Chainlink,3.5788,2020-04-22,3.6966,3.2916
2020-04-21,Cosmos,2.3295,2020-04-22,2.4055,3.2625
2020-04-21,Crypto.com Coin,0.0492,2020-04-22,0.0507,3.0488
2020-04-21,Dogecoin,0.002,2020-04-22,0.002,0.0
2020-04-21,EOS,2.5688,2020-04-22,2.6478,3.0754
2020-04-21,Ethereum,175.1785,2020-04-22,183.751,4.8936
2020-04-21,IOTA,0.1569,2020-04-22,0.1582,0.8286
2020-04-21,Litecoin,41.2619,2020-04-22,42.3201,2.5646
2020-04-21,Monero,55.6285,2020-04-22,57.1845,2.7971
2020-04-21,NEM,0.0367,2020-04-22,0.0368,0.2725
2020-04-21,Solana,0.6046,2020-04-22,0.707,16.9368
2020-04-21,Stellar,0.0519,2020-04-22,0.055,5.973
2020-04-21,Tether,1.0126,2020-04-22,1.0084,0.4148
2020-04-21,TRON,0.0127,2020-04-22,0.0131,3.1496
2020-04-21,USD Coin,1.0076,2020-04-22,1.0077,0.0099
2020-04-21,Wrapped Bitcoin,7006.8255,2020-04-22,7270.072,3.757
2020-04-21,XRP,0.1856,2020-04-22,0.1897,2.2091
2020-04-22,Binance Coin,15.8459,2020-04-23,16.1461,1.8945
2020-04-22,Bitcoin,7145.8657,2020-04-23,7491.7849,4.8408
2020-04-22,Cardano,0.0367,2020-04-23,0.0418,13.8965
2020-04-22,Chainlink,3.6966,2020-04-23,3.822,3.3923
2020-04-22,Cosmos,2.4055,2020-04-23,2.4608,2.2989
2020-04-22,Crypto.com Coin,0.0507,2020-04-23,0.0533,5.1282
2020-04-22,Dogecoin,0.002,2020-04-23,0.0021,5.0
2020-04-22,EOS,2.6478,2020-04-23,2.6947,1.7713
2020-04-22,Ethereum,183.751,2020-04-23,189.0889,2.905
2020-04-22,IOTA,0.1582,2020-04-23,0.1616,2.1492
2020-04-22,Litecoin,42.3201,2020-04-23,43.3674,2.4747
2020-04-22,Monero,57.1845,2020-04-23,59.9203,4.7842
2020-04-22,NEM,0.0368,2020-04-23,0.0384,4.3478
2020-04-22,Solana,0.707,2020-04-23,0.6981,1.2588
2020-04-22,Stellar,0.055,2020-04-23,0.0649,18.0
2020-04-22,Tether,1.0084,2020-04-23,1.0076,0.0793
2020-04-22,TRON,0.0131,2020-04-23,0.0137,4.5802
2020-04-22,USD Coin,1.0077,2020-04-23,1.0054,0.2282
2020-04-22,Wrapped Bitcoin,7270.072,2020-04-23,7892.0345,8.5551
2020-04-22,XRP,0.1897,2020-04-23,0.1948,2.6885
2020-04-23,Binance Coin,16.1461,2020-04-24,16.3168,1.0572
2020-04-23,Bitcoin,7491.7849,2020-04-24,7574.196,1.1
2020-04-23,Cardano,0.0418,2020-04-24,0.0438,4.7847
2020-04-23,Chainlink,3.822,2020-04-24,3.8947,1.9021
2020-04-23,Cosmos,2.4608,2020-04-24,2.8055,14.0076
2020-04-23,Crypto.com Coin,0.0533,2020-04-24,0.0538,0.9381
2020-04-23,Dogecoin,0.0021,2020-04-24,0.0021,0.0
2020-04-23,EOS,2.6947,2020-04-24,2.7392,1.6514
2020-04-23,Ethereum,189.0889,2020-04-24,190.2104,0.5931
2020-04-23,IOTA,0.1616,2020-04-24,0.1688,4.4554
2020-04-23,Litecoin,43.3674,2020-04-24,45.1723,4.1619
2020-04-23,Monero,59.9203,2020-04-24,62.0567,3.5654
2020-04-23,NEM,0.0384,2020-04-24,0.0413,7.5521
2020-04-23,Solana,0.6981,2020-04-24,0.671,3.882
2020-04-23,Stellar,0.0649,2020-04-24,0.0655,0.9245
2020-04-23,Tether,1.0076,2020-04-24,1.0123,0.4665
2020-04-23,TRON,0.0137,2020-04-24,0.0143,4.3796
2020-04-23,USD Coin,1.0054,2020-04-24,1.0077,0.2288
2020-04-23,Wrapped Bitcoin,7892.0345,2020-04-24,7633.0193,3.282
2020-04-23,XRP,0.1948,2020-04-24,0.1967,0.9754
2020-04-24,Binance Coin,16.3168,2020-04-25,16.4237,0.6552
2020-04-24,Bitcoin,7574.196,2020-04-25,7641.364,0.8868
2020-04-24,Cardano,0.0438,2020-04-25,0.0437,0.2283
2020-04-24,Chainlink,3.8947,2020-04-25,3.8879,0.1746
2020-04-24,Cosmos,2.8055,2020-04-25,2.9437,4.926
2020-04-24,Crypto.com Coin,0.0538,2020-04-25,0.0542,0.7435
2020-04-24,Dogecoin,0.0021,2020-04-25,0.0021,0.0
2020-04-24,EOS,2.7392,2020-04-25,2.7685,1.0697
2020-04-24,Ethereum,190.2104,2020-04-25,196.7924,3.4604
2020-04-24,IOTA,0.1688,2020-04-25,0.1744,3.3175
2020-04-24,Litecoin,45.1723,2020-04-25,45.6478,1.0526
2020-04-24,Monero,62.0567,2020-04-25,61.9835,0.118
2020-04-24,NEM,0.0413,2020-04-25,0.0417,0.9685
2020-04-24,Solana,0.671,2020-04-25,0.6709,0.0149
2020-04-24,Stellar,0.0655,2020-04-25,0.0637,2.7481
2020-04-24,Tether,1.0123,2020-04-25,1.0125,0.0198
2020-04-24,TRON,0.0143,2020-04-25,0.0142,0.6993
2020-04-24,USD Coin,1.0077,2020-04-25,1.0089,0.1191
2020-04-24,Wrapped Bitcoin,7633.0193,2020-04-25,7696.7081,0.8344
2020-04-24,XRP,0.1967,2020-04-25,0.1965,0.1017
2020-04-28,Binance Coin,16.567,2020-04-29,17.5462,5.9105
2020-04-28,Bitcoin,7814.5271,2020-04-29,8871.7537,13.529
2020-04-28,Cardano,0.0481,2020-04-29,0.052,8.1081
2020-04-28,Chainlink,3.7364,2020-04-29,3.9638,6.0861
2020-04-28,Cosmos,2.85,2020-04-29,2.9928,5.0105
2020-04-28,Crypto.com Coin,0.0573,2020-04-29,0.0632,10.2967
2020-04-28,Dogecoin,0.0024,2020-04-29,0.0025,4.1667
2020-04-28,EOS,2.7887,2020-04-29,3.0492,9.3413
2020-04-28,Ethereum,198.7866,2020-04-29,218.4546,9.894
2020-04-28,IOTA,0.1753,2020-04-29,0.1885,7.5299
2020-04-28,Litecoin,46.3073,2020-04-29,49.6221,7.1583
2020-04-28,Monero,63.7915,2020-04-29,66.9831,5.0032
2020-04-28,NEM,0.0411,2020-04-29,0.0435,5.8394
2020-04-28,Solana,0.6921,2020-04-29,0.7778,12.3826
2020-04-28,Stellar,0.0707,2020-04-29,0.0731,3.3946
2020-04-28,Tether,1.01,2020-04-29,1.0143,0.4257
2020-04-28,TRON,0.0154,2020-04-29,0.0164,6.4935
2020-04-28,USD Coin,1.0066,2020-04-29,1.0101,0.3477
2020-04-28,Wrapped Bitcoin,7853.6142,2020-04-29,8909.1535,13.4402
2020-04-28,XRP,0.2181,2020-04-29,0.2296,5.2728
2020-04-29,Binance Coin,17.5462,2020-04-30,18.1295,3.3244
2020-04-29,Bitcoin,8871.7537,2020-04-30,9440.6507,6.4125
2020-04-29,Cardano,0.052,2020-04-30,0.0543,4.4231
2020-04-29,Chainlink,3.9638,2020-04-30,3.9628,0.0252
2020-04-29,Cosmos,2.9928,2020-04-30,3.0852,3.0874
2020-04-29,Crypto.com Coin,0.0632,2020-04-30,0.066,4.4304
2020-04-29,Dogecoin,0.0025,2020-04-30,0.0027,8.0
2020-04-29,EOS,3.0492,2020-04-30,3.1038,1.7906
2020-04-29,Ethereum,218.4546,2020-04-30,227.5297,4.1542
2020-04-29,IOTA,0.1885,2020-04-30,0.1915,1.5915
2020-04-29,Litecoin,49.6221,2020-04-30,50.9216,2.6188
2020-04-29,Monero,66.9831,2020-04-30,68.366,2.0646
2020-04-29,NEM,0.0435,2020-04-30,0.0456,4.8276
2020-04-29,Solana,0.7778,2020-04-30,0.8008,2.9571
2020-04-29,Stellar,0.0731,2020-04-30,0.074,1.2312
2020-04-29,Tether,1.0143,2020-04-30,1.0187,0.4338
2020-04-29,TRON,0.0164,2020-04-30,0.0166,1.2195
2020-04-29,USD Coin,1.0101,2020-04-30,1.0091,0.099
2020-04-29,Wrapped Bitcoin,8909.1535,2020-04-30,9422.914,5.7667
2020-04-29,XRP,0.2296,2020-04-30,0.2357,2.6568
2020-04-30,Binance Coin,18.1295,2020-05-01,17.8927,1.3062
2020-04-30,Bitcoin,9440.6507,2020-05-01,9048.0238,4.1589
2020-04-30,Cardano,0.0543,2020-05-01,0.052,4.2357
2020-04-30,Chainlink,3.9628,2020-05-01,3.9117,1.2895
2020-04-30,Cosmos,3.0852,2020-05-01,2.9351,4.8652
2020-04-30,Crypto.com Coin,0.066,2020-05-01,0.0596,9.697
2020-04-30,Dogecoin,0.0027,2020-05-01,0.0026,3.7037
2020-04-30,EOS,3.1038,2020-05-01,2.9352,5.4321
2020-04-30,Ethereum,227.5297,2020-05-01,217.628,4.3518
2020-04-30,IOTA,0.1915,2020-05-01,0.1881,1.7755
2020-04-30,Litecoin,50.9216,2020-05-01,48.5965,4.566
2020-04-30,Monero,68.366,2020-05-01,65.0907,4.7908
2020-04-30,NEM,0.0456,2020-05-01,0.0432,5.2632
2020-04-30,Solana,0.8008,2020-05-01,0.7371,7.9545
2020-04-30,Stellar,0.074,2020-05-01,0.0735,0.6757
2020-04-30,Tether,1.0187,2020-05-01,1.012,0.6577
2020-04-30,TRON,0.0166,2020-05-01,0.0163,1.8072
2020-04-30,USD Coin,1.0091,2020-05-01,1.0087,0.0396
2020-04-30,Wrapped Bitcoin,9422.914,2020-05-01,9023.0038,4.244
2020-04-30,XRP,0.2357,2020-05-01,0.2248,4.6245
2020-05-01,Binance Coin,17.8927,2020-05-02,17.6288,1.4749
2020-05-01,Bitcoin,9048.0238,2020-05-02,9007.1878,0.4513
2020-05-01,Cardano,0.052,2020-05-02,0.0515,0.9615
2020-05-01,Chainlink,3.9117,2020-05-02,3.8688,1.0967
2020-05-01,Cosmos,2.9351,2020-05-02,2.8973,1.2879
2020-05-01,Crypto.com Coin,0.0596,2020-05-02,0.0607,1.8456
2020-05-01,Dogecoin,0.0026,2020-05-02,0.0026,0.0
2020-05-01,EOS,2.9352,2020-05-02,2.9461,0.3714
2020-05-01,Ethereum,217.628,2020-05-02,215.8475,0.8181
2020-05-01,IOTA,0.1881,2020-05-02,0.1923,2.2329
2020-05-01,Litecoin,48.5965,2020-05-02,49.5671,1.9973
2020-05-01,Monero,65.0907,2020-05-02,65.1449,0.0833
2020-05-01,NEM,0.0432,2020-05-02,0.044,1.8519
2020-05-01,Solana,0.7371,2020-05-02,0.749,1.6144
2020-05-01,Stellar,0.0735,2020-05-02,0.0761,3.5374
2020-05-01,Tether,1.012,2020-05-02,1.0136,0.1581
2020-05-01,TRON,0.0163,2020-05-02,0.0164,0.6135
2020-05-01,USD Coin,1.0087,2020-05-02,1.0084,0.0297
2020-05-01,Wrapped Bitcoin,9023.0038,2020-05-02,9015.395,0.0843
2020-05-01,XRP,0.2248,2020-05-02,0.2256,0.3559
2020-05-05,Binance Coin,17.3225,2020-05-06,17.1577,0.9514
2020-05-05,Bitcoin,9062.4146,2020-05-06,9411.4679,3.8517
2020-05-05,Cardano,0.0505,2020-05-06,0.0511,1.1881
2020-05-05,Chainlink,3.8042,2020-05-06,3.7656,1.0147
2020-05-05,Cosmos,2.7958,2020-05-06,2.7672,1.023
2020-05-05,Crypto.com Coin,0.0629,2020-05-06,0.0657,4.4515
2020-05-05,Dogecoin,0.0025,2020-05-06,0.0026,4.0
2020-05-05,EOS,2.8194,2020-05-06,2.8139,0.1951
2020-05-05,Ethereum,211.7786,2020-05-06,211.5346,0.1152
2020-05-05,IOTA,0.1902,2020-05-06,0.1895,0.368
2020-05-05,Litecoin,47.905,2020-05-06,47.778,0.2651
2020-05-05,Monero,61.9771,2020-05-06,62.087,0.1773
2020-05-05,NEM,0.0425,2020-05-06,0.0446,4.9412
2020-05-05,Solana,0.6862,2020-05-06,0.6739,1.7925
2020-05-05,Stellar,0.0743,2020-05-06,0.0732,1.4805
2020-05-05,Tether,1.017,2020-05-06,1.0179,0.0885
2020-05-05,TRON,0.0166,2020-05-06,0.0163,1.8072
2020-05-05,USD Coin,1.0047,2020-05-06,1.0112,0.647
2020-05-05,Wrapped Bitcoin,9178.5205,2020-05-06,9415.9924,2.5873
2020-05-05,XRP,0.2218,2020-05-06,0.2223,0.2254
2020-05-06,Binance Coin,17.1577,2020-05-07,17.2882,0.7606
2020-05-06,Bitcoin,9411.4679,2020-05-07,9992.6639,6.1754
2020-05-06,Cardano,0.0511,2020-05-07,0.0515,0.7828
2020-05-06,Chainlink,3.7656,2020-05-07,3.8301,1.7129
2020-05-06,Cosmos,2.7672,2020-05-07,2.7794,0.4409
2020-05-06,Crypto.com Coin,0.0657,2020-05-07,0.0674,2.5875
2020-05-06,Dogecoin,0.0026,2020-05-07,0.0027,3.8462
2020-05-06,EOS,2.8139,2020-05-07,2.7909,0.8174
2020-05-06,Ethereum,211.5346,2020-05-07,214.3925,1.351
2020-05-06,IOTA,0.1895,2020-05-07,0.1883,0.6332
2020-05-06,Litecoin,47.778,2020-05-07,48.067,0.6049
2020-05-06,Monero,62.087,2020-05-07,64.789,4.352
2020-05-06,NEM,0.0446,2020-05-07,0.0427,4.2601
2020-05-06,Solana,0.6739,2020-05-07,0.6323,6.173
2020-05-06,Stellar,0.0732,2020-05-07,0.0736,0.5464
2020-05-06,Tether,1.0179,2020-05-07,1.0209,0.2947
2020-05-06,TRON,0.0163,2020-05-07,0.0162,0.6135
2020-05-06,USD Coin,1.0112,2020-05-07,1.0128,0.1582
2020-05-06,Wrapped Bitcoin,9415.9924,2020-05-07,10012.3107,6.333
2020-05-06,XRP,0.2223,2020-05-07,0.2209,0.6298
2020-05-07,Binance Coin,17.2882,2020-05-08,17.4415,0.8867
2020-05-07,Bitcoin,9992.6639,2020-05-08,9996.7434,0.0408
2020-05-07,Cardano,0.0515,2020-05-08,0.0535,3.8835
2020-05-07,Chainlink,3.8301,2020-05-08,3.8614,0.8172
2020-05-07,Cosmos,2.7794,2020-05-08,2.8584,2.8423
2020-05-07,Crypto.com Coin,0.0674,2020-05-08,0.0692,2.6706
2020-05-07,Dogecoin,0.0027,2020-05-08,0.0027,0.0
2020-05-07,EOS,2.7909,2020-05-08,2.815,0.8635
2020-05-07,Ethereum,214.3925,2020-05-08,216.3277,0.9026
2020-05-07,IOTA,0.1883,2020-05-08,0.2049,8.8157
2020-05-07,Litecoin,48.067,2020-05-08,48.546,0.9965
2020-05-07,Monero,64.789,2020-05-08,65.7841,1.5359
2020-05-07,NEM,0.0427,2020-05-08,0.0426,0.2342
2020-05-07,Solana,0.6323,2020-05-08,0.6366,0.6801
2020-05-07,Stellar,0.0736,2020-05-08,0.0742,0.8152
2020-05-07,Tether,1.0209,2020-05-08,1.0103,1.0383
2020-05-07,TRON,0.0162,2020-05-08,0.0166,2.4691
2020-05-07,USD Coin,1.0128,2020-05-08,1.0087,0.4048
